GID_1,GID_0,NAME_0,lookup
UGA.38_1,UGA,Uganda,3301
UGA.39_1,UGA,Uganda,3302
UGA.40_1,UGA,Uganda,3304
UGA.41_1,UGA,Uganda,3305
UGA.42_1,UGA,Uganda,3306
UGA.43_1,UGA,Uganda,3307
UGA.44_1,UGA,Uganda,3308
UGA.45_1,UGA,Uganda,3309
UGA.46_1,UGA,Uganda,3310
UGA.47_1,UGA,Uganda,3311
UGA.48_1,UGA,Uganda,3312
UGA.49_1,UGA,Uganda,3313
UGA.50_1,UGA,Uganda,3315
UGA.51_1,UGA,Uganda,3316
UGA.52_1,UGA,Uganda,3317
UGA.53_1,UGA,Uganda,3318
UGA.54_1,UGA,Uganda,3319
UGA.55_1,UGA,Uganda,3320
UGA.56_1,UGA,Uganda,3321
UGA.57_1,UGA,Uganda,3322
UGA.58_1,UGA,Uganda,3323
UKR.1_1,UKR,Ukraine,3328
UKR.2_1,UKR,Ukraine,3339
UKR.3_1,UKR,Ukraine,3348
UKR.4_1,UKR,Ukraine,3349
UKR.5_1,UKR,Ukraine,3350
UKR.6_1,UKR,Ukraine,3351
UKR.7_1,UKR,Ukraine,3352
UKR.8_1,UKR,Ukraine,3353
UKR.9_1,UKR,Ukraine,3354
UKR.10_1,UKR,Ukraine,3329
UKR.12_1,UKR,Ukraine,3331
UKR.11_1,UKR,Ukraine,3330
UKR.13_1,UKR,Ukraine,3332
UKR.14_1,UKR,Ukraine,3333
UKR.15_1,UKR,Ukraine,3334
UKR.16_1,UKR,Ukraine,3335
UKR.17_1,UKR,Ukraine,3336
UKR.18_1,UKR,Ukraine,3337
UKR.19_1,UKR,Ukraine,3338
UKR.20_1,UKR,Ukraine,3340
UKR.21_1,UKR,Ukraine,3341
UKR.22_1,UKR,Ukraine,3342
UKR.23_1,UKR,Ukraine,3343
UKR.24_1,UKR,Ukraine,3344
UKR.25_1,UKR,Ukraine,3345
UKR.26_1,UKR,Ukraine,3346
UKR.27_1,UKR,Ukraine,3347
UMI.1_1,UMI,United States Minor Outlying Islands,3355
UMI.2_1,UMI,United States Minor Outlying Islands,3356
UMI.3_1,UMI,United States Minor Outlying Islands,3357
UMI.4_1,UMI,United States Minor Outlying Islands,3358
UMI.5_1,UMI,United States Minor Outlying Islands,3359
UMI.6_1,UMI,United States Minor Outlying Islands,3360
UMI.7_1,UMI,United States Minor Outlying Islands,3361
UMI.8_1,UMI,United States Minor Outlying Islands,3362
UMI.9_1,UMI,United States Minor Outlying Islands,3363
URY.1_1,URY,Uruguay,3364
URY.2_1,URY,Uruguay,3375
URY.3_1,URY,Uruguay,3376
URY.4_1,URY,Uruguay,3377
URY.5_1,URY,Uruguay,3378
URY.6_1,URY,Uruguay,3379
URY.7_1,URY,Uruguay,3380
URY.8_1,URY,Uruguay,3381
URY.9_1,URY,Uruguay,3382
URY.10_1,URY,Uruguay,3365
URY.11_1,URY,Uruguay,3366
URY.12_1,URY,Uruguay,3367
URY.13_1,URY,Uruguay,3368
URY.14_1,URY,Uruguay,3369
URY.15_1,URY,Uruguay,3370
URY.16_1,URY,Uruguay,3371
URY.17_1,URY,Uruguay,3372
URY.18_1,URY,Uruguay,3373
URY.19_1,URY,Uruguay,3374
USA.1_1,USA,United States,3383
USA.2_1,USA,United States,3394
USA.3_1,USA,United States,3405
USA.4_1,USA,United States,3416
USA.5_1,USA,United States,3427
USA.6_1,USA,United States,3430
USA.7_1,USA,United States,3431
USA.8_1,USA,United States,3432
USA.9_1,USA,United States,3433
USA.10_1,USA,United States,3384
USA.11_1,USA,United States,3385
USA.12_1,USA,United States,3386
USA.13_1,USA,United States,3387
USA.14_1,USA,United States,3388
USA.15_1,USA,United States,3389
USA.16_1,USA,United States,3390
USA.17_1,USA,United States,3391
USA.18_1,USA,United States,3392
USA.19_1,USA,United States,3393
USA.20_1,USA,United States,3395
USA.21_1,USA,United States,3396
USA.22_1,USA,United States,3397
USA.23_1,USA,United States,3398
USA.24_1,USA,United States,3399
USA.25_1,USA,United States,3400
USA.26_1,USA,United States,3401
USA.27_1,USA,United States,3402
USA.28_1,USA,United States,3403
USA.29_1,USA,United States,3404
USA.30_1,USA,United States,3406
USA.31_1,USA,United States,3407
USA.32_1,USA,United States,3408
USA.33_1,USA,United States,3409
USA.34_1,USA,United States,3410
USA.35_1,USA,United States,3411
USA.36_1,USA,United States,3412
USA.37_1,USA,United States,3413
USA.38_1,USA,United States,3414
USA.39_1,USA,United States,3415
USA.40_1,USA,United States,3417
USA.41_1,USA,United States,3418
USA.42_1,USA,United States,3419
USA.43_1,USA,United States,3420
USA.44_1,USA,United States,3421
USA.45_1,USA,United States,3422
USA.46_1,USA,United States,3423
USA.47_1,USA,United States,3424
USA.48_1,USA,United States,3425
USA.49_1,USA,United States,3426
USA.50_1,USA,United States,3428
USA.51_1,USA,United States,3429
UZB.1_1,UZB,Uzbekistan,3434
UZB.2_1,UZB,Uzbekistan,3440
UZB.3_1,UZB,Uzbekistan,3441
UZB.4_1,UZB,Uzbekistan,3442
UZB.5_1,UZB,Uzbekistan,3443
UZB.6_1,UZB,Uzbekistan,3444
UZB.7_1,UZB,Uzbekistan,3445
UZB.8_1,UZB,Uzbekistan,3446
UZB.9_1,UZB,Uzbekistan,3447
UZB.10_1,UZB,Uzbekistan,3435
UZB.11_1,UZB,Uzbekistan,3436
UZB.12_1,UZB,Uzbekistan,3437
UZB.14_1,UZB,Uzbekistan,3439
UZB.13_1,UZB,Uzbekistan,3438
VCT.1_1,VCT,Saint Vincent and the Grenadines,3449
VCT.2_1,VCT,Saint Vincent and the Grenadines,3450
VCT.3_1,VCT,Saint Vincent and the Grenadines,3451
VCT.4_1,VCT,Saint Vincent and the Grenadines,3452
VCT.5_1,VCT,Saint Vincent and the Grenadines,3453
VCT.6_1,VCT,Saint Vincent and the Grenadines,3454
VEN.1_1,VEN,Venezuela,3455
VEN.2_1,VEN,Venezuela,3466
VEN.3_1,VEN,Venezuela,3473
VEN.4_1,VEN,Venezuela,3474
VEN.5_1,VEN,Venezuela,3475
VEN.6_1,VEN,Venezuela,3476
VEN.7_1,VEN,Venezuela,3477
VEN.8_1,VEN,Venezuela,3478
VEN.9_1,VEN,Venezuela,3479
VEN.10_1,VEN,Venezuela,3456
VEN.11_1,VEN,Venezuela,3457
VEN.12_1,VEN,Venezuela,3458
VEN.13_1,VEN,Venezuela,3459
VEN.14_1,VEN,Venezuela,3460
VEN.15_1,VEN,Venezuela,3461
VEN.16_1,VEN,Venezuela,3462
VEN.17_1,VEN,Venezuela,3463
VEN.18_1,VEN,Venezuela,3464
VEN.19_1,VEN,Venezuela,3465
VEN.20_1,VEN,Venezuela,3467
VEN.21_1,VEN,Venezuela,3468
VEN.22_1,VEN,Venezuela,3469
VEN.23_1,VEN,Venezuela,3470
VEN.24_1,VEN,Venezuela,3471
VEN.25_1,VEN,Venezuela,3472
VGB.1_1,VGB,British Virgin Islands,3480
VGB.2_1,VGB,British Virgin Islands,3481
VGB.3_1,VGB,British Virgin Islands,3482
VGB.4_1,VGB,British Virgin Islands,3483
VGB.5_1,VGB,British Virgin Islands,3484
VIR.1_1,VIR,"Virgin Islands, U.S.",3485
VIR.2_1,VIR,"Virgin Islands, U.S.",3486
VIR.3_1,VIR,"Virgin Islands, U.S.",3487
VNM.1_1,VNM,Vietnam,3488
VNM.2_1,VNM,Vietnam,3499
VNM.3_1,VNM,Vietnam,3510
VNM.4_1,VNM,Vietnam,3521
VNM.5_1,VNM,Vietnam,3532
VNM.6_1,VNM,Vietnam,3543
VNM.7_1,VNM,Vietnam,3548
VNM.8_1,VNM,Vietnam,3549
VNM.9_1,VNM,Vietnam,3550
VNM.10_1,VNM,Vietnam,3489
VNM.11_1,VNM,Vietnam,3490
VNM.12_1,VNM,Vietnam,3491
VNM.13_1,VNM,Vietnam,3492
VNM.14_1,VNM,Vietnam,3493
VNM.15_1,VNM,Vietnam,3494
VNM.16_1,VNM,Vietnam,3495
VNM.17_1,VNM,Vietnam,3496
VNM.18_1,VNM,Vietnam,3497
VNM.19_1,VNM,Vietnam,3498
VNM.20_1,VNM,Vietnam,3500
VNM.21_1,VNM,Vietnam,3501
VNM.22_1,VNM,Vietnam,3502
VNM.23_1,VNM,Vietnam,3503
VNM.24_1,VNM,Vietnam,3504
VNM.25_1,VNM,Vietnam,3505
VNM.26_1,VNM,Vietnam,3506
VNM.27_1,VNM,Vietnam,3507
VNM.28_1,VNM,Vietnam,3508
VNM.29_1,VNM,Vietnam,3509
VNM.30_1,VNM,Vietnam,3511
VNM.31_1,VNM,Vietnam,3512
VNM.32_1,VNM,Vietnam,3513
VNM.33_1,VNM,Vietnam,3514
VNM.34_1,VNM,Vietnam,3515
VNM.35_1,VNM,Vietnam,3516
VNM.36_1,VNM,Vietnam,3517
VNM.37_1,VNM,Vietnam,3518
VNM.38_1,VNM,Vietnam,3519
VNM.39_1,VNM,Vietnam,3520
VNM.40_1,VNM,Vietnam,3522
VNM.41_1,VNM,Vietnam,3523
VNM.42_1,VNM,Vietnam,3524
VNM.43_1,VNM,Vietnam,3525
VNM.44_1,VNM,Vietnam,3526
VNM.45_1,VNM,Vietnam,3527
VNM.46_1,VNM,Vietnam,3528
VNM.47_1,VNM,Vietnam,3529
VNM.48_1,VNM,Vietnam,3530
VNM.49_1,VNM,Vietnam,3531
VNM.50_1,VNM,Vietnam,3533
VNM.51_1,VNM,Vietnam,3534
VNM.52_1,VNM,Vietnam,3535
VNM.53_1,VNM,Vietnam,3536
VNM.54_1,VNM,Vietnam,3537
VNM.55_1,VNM,Vietnam,3538
VNM.56_1,VNM,Vietnam,3539
VNM.57_1,VNM,Vietnam,3540
VNM.58_1,VNM,Vietnam,3541
VNM.59_1,VNM,Vietnam,3542
VNM.60_1,VNM,Vietnam,3544
VNM.61_1,VNM,Vietnam,3545
VNM.62_1,VNM,Vietnam,3546
VNM.63_1,VNM,Vietnam,3547
VUT.1_1,VUT,Vanuatu,3551
VUT.2_1,VUT,Vanuatu,3552
VUT.3_1,VUT,Vanuatu,3553
VUT.4_1,VUT,Vanuatu,3554
VUT.5_1,VUT,Vanuatu,3555
VUT.6_1,VUT,Vanuatu,3556
WLF.1_1,WLF,Wallis and Futuna,3557
WLF.2_1,WLF,Wallis and Futuna,3558
WLF.3_1,WLF,Wallis and Futuna,3559
WSM.1_1,WSM,Samoa,3560
WSM.2_1,WSM,Samoa,3563
WSM.3_1,WSM,Samoa,3564
WSM.4_1,WSM,Samoa,3565
WSM.5_1,WSM,Samoa,3566
WSM.6_1,WSM,Samoa,3567
WSM.7_1,WSM,Samoa,3568
WSM.8_1,WSM,Samoa,3569
WSM.9_1,WSM,Samoa,3570
WSM.10_1,WSM,Samoa,3561
WSM.11_1,WSM,Samoa,3562
XAD.1_1,XAD,Akrotiri and Dhekelia,3571
XAD.2_1,XAD,Akrotiri and Dhekelia,3572
XKO.1_1,XKO,Kosovo,3574
XKO.2_1,XKO,Kosovo,3575
XKO.3_1,XKO,Kosovo,3576
XKO.4_1,XKO,Kosovo,3577
XKO.5_1,XKO,Kosovo,3578
XKO.6_1,XKO,Kosovo,3579
XKO.7_1,XKO,Kosovo,3580
XNC.1_1,XNC,Northern Cyprus,3581
XNC.2_1,XNC,Northern Cyprus,3582
XNC.3_1,XNC,Northern Cyprus,3583
XNC.4_1,XNC,Northern Cyprus,3584
XNC.5_1,XNC,Northern Cyprus,3585
YEM.1_1,YEM,Yemen,3588
YEM.2_1,YEM,Yemen,3599
YEM.3_1,YEM,Yemen,3602
YEM.4_1,YEM,Yemen,3603
YEM.5_1,YEM,Yemen,3604
YEM.6_1,YEM,Yemen,3605
YEM.7_1,YEM,Yemen,3606
YEM.8_1,YEM,Yemen,3607
YEM.9_1,YEM,Yemen,3608
YEM.10_1,YEM,Yemen,3589
YEM.11_1,YEM,Yemen,3590
YEM.12_1,YEM,Yemen,3591
YEM.13_1,YEM,Yemen,3592
YEM.14_1,YEM,Yemen,3593
YEM.15_1,YEM,Yemen,3594
YEM.16_1,YEM,Yemen,3595
YEM.17_1,YEM,Yemen,3596
YEM.18_1,YEM,Yemen,3597
YEM.19_1,YEM,Yemen,3598
YEM.20_1,YEM,Yemen,3600
YEM.21_1,YEM,Yemen,3601
ZAF.1_1,ZAF,South Africa,3609
ZAF.2_1,ZAF,South Africa,3610
ZAF.3_1,ZAF,South Africa,3611
ZAF.4_1,ZAF,South Africa,3612
ZAF.5_1,ZAF,South Africa,3613
ZAF.6_1,ZAF,South Africa,3614
ZAF.7_1,ZAF,South Africa,3615
ZAF.8_1,ZAF,South Africa,3616
ZAF.9_1,ZAF,South Africa,3617
ZMB.1_1,ZMB,Zambia,3618
ZMB.2_1,ZMB,Zambia,3620
ZMB.3_1,ZMB,Zambia,3621
ZMB.4_1,ZMB,Zambia,3622
ZMB.5_1,ZMB,Zambia,3623
ZMB.6_1,ZMB,Zambia,3624
ZMB.7_1,ZMB,Zambia,3625
ZMB.8_1,ZMB,Zambia,3626
ZMB.9_1,ZMB,Zambia,3627
ZMB.10_1,ZMB,Zambia,3619
ZWE.1_1,ZWE,Zimbabwe,3628
ZWE.2_1,ZWE,Zimbabwe,3630
ZWE.3_1,ZWE,Zimbabwe,3631
ZWE.4_1,ZWE,Zimbabwe,3632
ZWE.5_1,ZWE,Zimbabwe,3633
ZWE.6_1,ZWE,Zimbabwe,3634
ZWE.7_1,ZWE,Zimbabwe,3635
ZWE.8_1,ZWE,Zimbabwe,3636
ZWE.9_1,ZWE,Zimbabwe,3637
ZWE.10_1,ZWE,Zimbabwe,3629
