GID_1,GID_0,NAME_0,lookup
MMR.13_1,MMR,Myanmar,1929
MMR.14_1,MMR,Myanmar,1930
MMR.15_1,MMR,Myanmar,1931
MNE.1_1,MNE,Montenegro,1940
MNE.2_1,MNE,Montenegro,1951
MNE.3_1,MNE,Montenegro,1954
MNE.4_1,MNE,Montenegro,1955
MNE.5_1,MNE,Montenegro,1956
MNE.6_1,MNE,Montenegro,1957
MNE.7_1,MNE,Montenegro,1958
MNE.8_1,MNE,Montenegro,1959
MNE.9_1,MNE,Montenegro,1960
MNE.10_1,MNE,Montenegro,1941
MNE.11_1,MNE,Montenegro,1942
MNE.12_1,MNE,Montenegro,1943
MNE.13_1,MNE,Montenegro,1944
MNE.14_1,MNE,Montenegro,1945
MNE.15_1,MNE,Montenegro,1946
MNE.16_1,MNE,Montenegro,1947
MNE.17_1,MNE,Montenegro,1948
MNE.18_1,MNE,Montenegro,1949
MNE.19_1,MNE,Montenegro,1950
MNE.20_1,MNE,Montenegro,1952
MNE.21_1,MNE,Montenegro,1953
MNG.1_1,MNG,Mongolia,1961
MNG.2_1,MNG,Mongolia,1972
MNG.3_1,MNG,Mongolia,1976
MNG.4_1,MNG,Mongolia,1977
MNG.5_1,MNG,Mongolia,1978
MNG.6_1,MNG,Mongolia,1979
MNG.7_1,MNG,Mongolia,1980
MNG.8_1,MNG,Mongolia,1981
MNG.9_1,MNG,Mongolia,1982
MNG.10_1,MNG,Mongolia,1962
MNG.11_1,MNG,Mongolia,1963
MNG.12_1,MNG,Mongolia,1964
MNG.13_1,MNG,Mongolia,1965
MNG.14_1,MNG,Mongolia,1966
MNG.15_1,MNG,Mongolia,1967
MNG.16_1,MNG,Mongolia,1968
MNG.17_1,MNG,Mongolia,1969
MNG.18_1,MNG,Mongolia,1970
MNG.19_1,MNG,Mongolia,1971
MNG.20_1,MNG,Mongolia,1973
MNG.21_1,MNG,Mongolia,1974
MNG.22_1,MNG,Mongolia,1975
MNP.1_1,MNP,Northern Mariana Islands,1983
MNP.2_1,MNP,Northern Mariana Islands,1984
MNP.3_1,MNP,Northern Mariana Islands,1985
MNP.4_1,MNP,Northern Mariana Islands,1986
MOZ.1_1,MOZ,Mozambique,1987
MOZ.2_1,MOZ,Mozambique,1990
MOZ.3_1,MOZ,Mozambique,1991
MOZ.4_1,MOZ,Mozambique,1992
MOZ.6_1,MOZ,Mozambique,1994
MOZ.5_1,MOZ,Mozambique,1993
MOZ.7_1,MOZ,Mozambique,1995
MOZ.8_1,MOZ,Mozambique,1996
MOZ.9_1,MOZ,Mozambique,1997
MOZ.10_1,MOZ,Mozambique,1988
MOZ.11_1,MOZ,Mozambique,1989
MRT.1_1,MRT,Mauritania,1998
MRT.2_1,MRT,Mauritania,2003
MRT.3_1,MRT,Mauritania,2004
MRT.4_1,MRT,Mauritania,2005
MRT.5_1,MRT,Mauritania,2006
MRT.6_1,MRT,Mauritania,2007
MRT.7_1,MRT,Mauritania,2008
MRT.8_1,MRT,Mauritania,2009
MRT.9_1,MRT,Mauritania,2010
MRT.10_1,MRT,Mauritania,1999
MRT.11_1,MRT,Mauritania,2000
MRT.12_1,MRT,Mauritania,2001
MRT.13_1,MRT,Mauritania,2002
MSR.1_1,MSR,Montserrat,2011
MSR.2_1,MSR,Montserrat,2012
MSR.3_1,MSR,Montserrat,2013
MTQ.1_1,MTQ,Martinique,2014
MTQ.2_1,MTQ,Martinique,2015
MTQ.3_1,MTQ,Martinique,2016
MTQ.4_1,MTQ,Martinique,2017
MUS.1_1,MUS,Mauritius,2018
MUS.2_1,MUS,Mauritius,2022
MUS.3_1,MUS,Mauritius,2023
MUS.4_1,MUS,Mauritius,2024
MUS.5_1,MUS,Mauritius,2025
MUS.6_1,MUS,Mauritius,2026
MUS.7_1,MUS,Mauritius,2027
MUS.8_1,MUS,Mauritius,2028
MUS.9_1,MUS,Mauritius,2029
MUS.10_1,MUS,Mauritius,2019
MUS.11_1,MUS,Mauritius,2020
MUS.12_1,MUS,Mauritius,2021
MWI.1_1,MWI,Malawi,2030
MWI.2_1,MWI,Malawi,2041
MWI.3_1,MWI,Malawi,2051
MWI.4_1,MWI,Malawi,2052
MWI.5_1,MWI,Malawi,2053
MWI.6_1,MWI,Malawi,2054
MWI.7_1,MWI,Malawi,2055
MWI.8_1,MWI,Malawi,2056
MWI.9_1,MWI,Malawi,2057
MWI.10_1,MWI,Malawi,2031
MWI.11_1,MWI,Malawi,2032
MWI.12_1,MWI,Malawi,2033
MWI.13_1,MWI,Malawi,2034
MWI.14_1,MWI,Malawi,2035
MWI.15_1,MWI,Malawi,2036
MWI.16_1,MWI,Malawi,2037
MWI.17_1,MWI,Malawi,2038
MWI.18_1,MWI,Malawi,2039
MWI.19_1,MWI,Malawi,2040
MWI.20_1,MWI,Malawi,2042
MWI.21_1,MWI,Malawi,2043
MWI.22_1,MWI,Malawi,2044
MWI.23_1,MWI,Malawi,2045
MWI.24_1,MWI,Malawi,2046
MWI.25_1,MWI,Malawi,2047
MWI.26_1,MWI,Malawi,2048
MWI.27_1,MWI,Malawi,2049
MWI.28_1,MWI,Malawi,2050
MYS.1_1,MYS,Malaysia,2058
MYS.2_1,MYS,Malaysia,2066
MYS.3_1,MYS,Malaysia,2067
MYS.4_1,MYS,Malaysia,2068
MYS.5_1,MYS,Malaysia,2069
MYS.6_1,MYS,Malaysia,2070
MYS.7_1,MYS,Malaysia,2071
MYS.8_1,MYS,Malaysia,2072
MYS.9_1,MYS,Malaysia,2073
MYS.10_1,MYS,Malaysia,2059
MYS.11_1,MYS,Malaysia,2060
MYS.12_1,MYS,Malaysia,2061
MYS.13_1,MYS,Malaysia,2062
MYS.14_1,MYS,Malaysia,2063
MYS.15_1,MYS,Malaysia,2064
MYS.16_1,MYS,Malaysia,2065
MYT.1_1,MYT,Mayotte,2074
MYT.2_1,MYT,Mayotte,2083
MYT.3_1,MYT,Mayotte,2084
MYT.4_1,MYT,Mayotte,2085
MYT.5_1,MYT,Mayotte,2086
MYT.6_1,MYT,Mayotte,2087
MYT.7_1,MYT,Mayotte,2088
MYT.8_1,MYT,Mayotte,2089
MYT.9_1,MYT,Mayotte,2090
MYT.10_1,MYT,Mayotte,2075
MYT.11_1,MYT,Mayotte,2076
MYT.12_1,MYT,Mayotte,2077
MYT.13_1,MYT,Mayotte,2078
MYT.14_1,MYT,Mayotte,2079
MYT.15_1,MYT,Mayotte,2080
MYT.16_1,MYT,Mayotte,2081
MYT.17_1,MYT,Mayotte,2082
NAM.1_1,NAM,Namibia,2091
NAM.2_1,NAM,Namibia,2096
NAM.3_1,NAM,Namibia,2097
NAM.4_1,NAM,Namibia,2098
NAM.5_1,NAM,Namibia,2099
NAM.6_1,NAM,Namibia,2100
NAM.7_1,NAM,Namibia,2101
NAM.8_1,NAM,Namibia,2102
NAM.9_1,NAM,Namibia,2103
NAM.10_1,NAM,Namibia,2092
NAM.11_1,NAM,Namibia,2093
NAM.12_1,NAM,Namibia,2094
NAM.13_1,NAM,Namibia,2095
NCL.1_1,NCL,New Caledonia,2104
NCL.2_1,NCL,New Caledonia,2105
NCL.3_1,NCL,New Caledonia,2106
NER.1_1,NER,Niger,2107
NER.2_1,NER,Niger,2108
NER.3_1,NER,Niger,2109
NER.4_1,NER,Niger,2110
NER.5_1,NER,Niger,2111
NER.6_1,NER,Niger,2112
NER.7_1,NER,Niger,2113
NER.8_1,NER,Niger,2114
NGA.1_1,NGA,Nigeria,2116
NGA.2_1,NGA,Nigeria,2127
NGA.3_1,NGA,Nigeria,2138
NGA.4_1,NGA,Nigeria,2147
NGA.5_1,NGA,Nigeria,2148
NGA.6_1,NGA,Nigeria,2149
NGA.7_1,NGA,Nigeria,2150
NGA.8_1,NGA,Nigeria,2151
NGA.9_1,NGA,Nigeria,2152
NGA.10_1,NGA,Nigeria,2117
NGA.11_1,NGA,Nigeria,2118
NGA.12_1,NGA,Nigeria,2119
NGA.13_1,NGA,Nigeria,2120
NGA.14_1,NGA,Nigeria,2121
NGA.15_1,NGA,Nigeria,2122
NGA.16_1,NGA,Nigeria,2123
NGA.17_1,NGA,Nigeria,2124
NGA.18_1,NGA,Nigeria,2125
NGA.19_1,NGA,Nigeria,2126
NGA.20_1,NGA,Nigeria,2128
NGA.21_1,NGA,Nigeria,2129
NGA.22_1,NGA,Nigeria,2130
NGA.23_1,NGA,Nigeria,2131
NGA.24_1,NGA,Nigeria,2132
NGA.25_1,NGA,Nigeria,2133
NGA.26_1,NGA,Nigeria,2134
NGA.27_1,NGA,Nigeria,2135
NGA.28_1,NGA,Nigeria,2136
NGA.29_1,NGA,Nigeria,2137
NGA.30_1,NGA,Nigeria,2139
NGA.31_1,NGA,Nigeria,2140
NGA.32_1,NGA,Nigeria,2141
NGA.33_1,NGA,Nigeria,2142
NGA.34_1,NGA,Nigeria,2143
NGA.35_1,NGA,Nigeria,2144
NGA.36_1,NGA,Nigeria,2145
NGA.37_1,NGA,Nigeria,2146
NIC.1_1,NIC,Nicaragua,2153
NIC.2_1,NIC,Nicaragua,2163
NIC.3_1,NIC,Nicaragua,2164
NIC.4_1,NIC,Nicaragua,2165
NIC.5_1,NIC,Nicaragua,2166
NIC.6_1,NIC,Nicaragua,2167
NIC.7_1,NIC,Nicaragua,2168
NIC.8_1,NIC,Nicaragua,2169
NIC.9_1,NIC,Nicaragua,2170
NIC.10_1,NIC,Nicaragua,2154
NIC.11_1,NIC,Nicaragua,2155
NIC.12_1,NIC,Nicaragua,2156
NIC.13_1,NIC,Nicaragua,2157
NIC.14_1,NIC,Nicaragua,2158
NIC.15_1,NIC,Nicaragua,2159
NIC.16_1,NIC,Nicaragua,2160
NIC.17_1,NIC,Nicaragua,2161
NIC.18_1,NIC,Nicaragua,2162
NLD.1_1,NLD,Netherlands,2172
NLD.2_1,NLD,Netherlands,2178
NLD.3_1,NLD,Netherlands,2179
NLD.4_1,NLD,Netherlands,2180
NLD.5_1,NLD,Netherlands,2181
NLD.6_1,NLD,Netherlands,2182
NLD.7_1,NLD,Netherlands,2183
NLD.8_1,NLD,Netherlands,2184
NLD.9_1,NLD,Netherlands,2185
NLD.10_1,NLD,Netherlands,2173
NLD.11_1,NLD,Netherlands,2174
NLD.12_1,NLD,Netherlands,2175
NLD.13_1,NLD,Netherlands,2176
NLD.14_1,NLD,Netherlands,2177
NOR.1_1,NOR,Norway,2186
NOR.2_1,NOR,Norway,2197
NOR.3_1,NOR,Norway,2198
NOR.4_1,NOR,Norway,2199
NOR.5_1,NOR,Norway,2200
NOR.6_1,NOR,Norway,2201
NOR.7_1,NOR,Norway,2202
NOR.8_1,NOR,Norway,2203
NOR.9_1,NOR,Norway,2204
NOR.10_1,NOR,Norway,2187
NOR.11_1,NOR,Norway,2188
NOR.12_1,NOR,Norway,2189
NOR.13_1,NOR,Norway,2190
NOR.14_1,NOR,Norway,2191
NOR.15_1,NOR,Norway,2192
NOR.16_1,NOR,Norway,2193
NOR.17_1,NOR,Norway,2194
NOR.18_1,NOR,Norway,2195
NOR.19_1,NOR,Norway,2196
NPL.1_1,NPL,Nepal,2205
NPL.2_1,NPL,Nepal,2206
NPL.3_1,NPL,Nepal,2207
NPL.4_1,NPL,Nepal,2208
NPL.5_1,NPL,Nepal,2209
NRU.1_1,NRU,Nauru,2210
NRU.2_1,NRU,Nauru,2216
NRU.3_1,NRU,Nauru,2217
NRU.4_1,NRU,Nauru,2218
NRU.5_1,NRU,Nauru,2219
NRU.6_1,NRU,Nauru,2220
NRU.7_1,NRU,Nauru,2221
NRU.8_1,NRU,Nauru,2222
NRU.9_1,NRU,Nauru,2223
NRU.10_1,NRU,Nauru,2211
NRU.11_1,NRU,Nauru,2212
NRU.12_1,NRU,Nauru,2213
NRU.13_1,NRU,Nauru,2214
NRU.14_1,NRU,Nauru,2215
NZL.1_1,NZL,New Zealand,2224
NZL.2_1,NZL,New Zealand,2235
NZL.3_1,NZL,New Zealand,2236
NZL.4_1,NZL,New Zealand,2237
NZL.5_1,NZL,New Zealand,2238
NZL.6_1,NZL,New Zealand,2239
NZL.7_1,NZL,New Zealand,2240
NZL.8_1,NZL,New Zealand,2241
NZL.9_1,NZL,New Zealand,2242
NZL.10_1,NZL,New Zealand,2225
NZL.11_1,NZL,New Zealand,2226
NZL.12_1,NZL,New Zealand,2227
NZL.13_1,NZL,New Zealand,2228
NZL.14_1,NZL,New Zealand,2229
NZL.15_1,NZL,New Zealand,2230
NZL.16_1,NZL,New Zealand,2231
NZL.17_1,NZL,New Zealand,2232
NZL.18_1,NZL,New Zealand,2233
NZL.19_1,NZL,New Zealand,2234
OMN.1_1,OMN,Oman,2243
OMN.2_1,OMN,Oman,2246
OMN.3_1,OMN,Oman,2247
OMN.4_1,OMN,Oman,2248
OMN.5_1,OMN,Oman,2249
OMN.6_1,OMN,Oman,2250
OMN.7_1,OMN,Oman,2251
OMN.8_1,OMN,Oman,2252
OMN.9_1,OMN,Oman,2253
OMN.10_1,OMN,Oman,2244
OMN.11_1,OMN,Oman,2245
PAK.1_1,PAK,Pakistan,2254
PAK.2_1,PAK,Pakistan,2255
PAK.3_1,PAK,Pakistan,2256
PAK.4_1,PAK,Pakistan,2257
PAK.5_1,PAK,Pakistan,2258
PAK.6_1,PAK,Pakistan,2259
PAK.7_1,PAK,Pakistan,2260
PAK.8_1,PAK,Pakistan,2261
PAN.1_1,PAN,Panama,2262
PAN.2_1,PAN,Panama,2267
PAN.3_1,PAN,Panama,2268
PAN.4_1,PAN,Panama,2269
PAN.5_1,PAN,Panama,2270
PAN.6_1,PAN,Panama,2271
PAN.7_1,PAN,Panama,2272
PAN.8_1,PAN,Panama,2273
PAN.9_1,PAN,Panama,2274
PAN.10_1,PAN,Panama,2263
PAN.12_1,PAN,Panama,2265
PAN.11_1,PAN,Panama,2264
PAN.13_1,PAN,Panama,2266
PER.1_1,PER,Peru,2276
PER.2_1,PER,Peru,2287
PER.3_1,PER,Peru,2295
PER.4_1,PER,Peru,2296
PER.5_1,PER,Peru,2297
PER.6_1,PER,Peru,2298
PER.7_1,PER,Peru,2299
PER.8_1,PER,Peru,2300
PER.9_1,PER,Peru,2301
PER.10_1,PER,Peru,2277
PER.11_1,PER,Peru,2278
PER.12_1,PER,Peru,2279
PER.13_1,PER,Peru,2280
PER.14_1,PER,Peru,2281
PER.16_1,PER,Peru,2283
PER.15_1,PER,Peru,2282
PER.17_1,PER,Peru,2284
PER.18_1,PER,Peru,2285
PER.19_1,PER,Peru,2286
PER.20_1,PER,Peru,2288
PER.21_1,PER,Peru,2289
PER.22_1,PER,Peru,2290
PER.23_1,PER,Peru,2291
PER.24_1,PER,Peru,2292
PER.25_1,PER,Peru,2293
PER.26_1,PER,Peru,2294
PHL.1_1,PHL,Philippines,2302
PHL.2_1,PHL,Philippines,2313
PHL.3_1,PHL,Philippines,2324
PHL.4_1,PHL,Philippines,2335
PHL.5_1,PHL,Philippines,2346
PHL.6_1,PHL,Philippines,2357
PHL.7_1,PHL,Philippines,2368
PHL.8_1,PHL,Philippines,2379
PHL.9_1,PHL,Philippines,2382
PHL.10_1,PHL,Philippines,2303
PHL.11_1,PHL,Philippines,2304
PHL.12_1,PHL,Philippines,2305
PHL.13_1,PHL,Philippines,2306
PHL.14_1,PHL,Philippines,2307
PHL.15_1,PHL,Philippines,2308
PHL.16_1,PHL,Philippines,2309
PHL.17_1,PHL,Philippines,2310
PHL.18_1,PHL,Philippines,2311
PHL.19_1,PHL,Philippines,2312
PHL.20_1,PHL,Philippines,2314
PHL.21_1,PHL,Philippines,2315
PHL.22_1,PHL,Philippines,2316
PHL.23_1,PHL,Philippines,2317
PHL.24_1,PHL,Philippines,2318
PHL.25_1,PHL,Philippines,2319
PHL.26_1,PHL,Philippines,2320
PHL.27_1,PHL,Philippines,2321
PHL.28_1,PHL,Philippines,2322
PHL.29_1,PHL,Philippines,2323
PHL.30_1,PHL,Philippines,2325
PHL.31_1,PHL,Philippines,2326
PHL.32_1,PHL,Philippines,2327
PHL.33_1,PHL,Philippines,2328
PHL.34_1,PHL,Philippines,2329
PHL.35_1,PHL,Philippines,2330
PHL.36_1,PHL,Philippines,2331
PHL.37_1,PHL,Philippines,2332
PHL.38_1,PHL,Philippines,2333
PHL.39_1,PHL,Philippines,2334
PHL.40_1,PHL,Philippines,2336
PHL.41_1,PHL,Philippines,2337
PHL.42_1,PHL,Philippines,2338
PHL.43_1,PHL,Philippines,2339
PHL.44_1,PHL,Philippines,2340
PHL.45_1,PHL,Philippines,2341
PHL.46_1,PHL,Philippines,2342
PHL.47_1,PHL,Philippines,2343
PHL.48_1,PHL,Philippines,2344
PHL.49_1,PHL,Philippines,2345
PHL.50_1,PHL,Philippines,2347
PHL.51_1,PHL,Philippines,2348
PHL.52_1,PHL,Philippines,2349
PHL.53_1,PHL,Philippines,2350
PHL.54_1,PHL,Philippines,2351
PHL.55_1,PHL,Philippines,2352
PHL.56_1,PHL,Philippines,2353
PHL.57_1,PHL,Philippines,2354
PHL.58_1,PHL,Philippines,2355
PHL.59_1,PHL,Philippines,2356
PHL.60_1,PHL,Philippines,2358
PHL.61_1,PHL,Philippines,2359
PHL.62_1,PHL,Philippines,2360
PHL.63_1,PHL,Philippines,2361
PHL.64_1,PHL,Philippines,2362
PHL.65_1,PHL,Philippines,2363
PHL.66_1,PHL,Philippines,2364
PHL.67_1,PHL,Philippines,2365
PHL.68_1,PHL,Philippines,2366
PHL.69_1,PHL,Philippines,2367
PHL.70_1,PHL,Philippines,2369
PHL.71_1,PHL,Philippines,2370
PHL.72_1,PHL,Philippines,2371
PHL.73_1,PHL,Philippines,2372
PHL.74_1,PHL,Philippines,2373
PHL.75_1,PHL,Philippines,2374
PHL.76_1,PHL,Philippines,2375
PHL.77_1,PHL,Philippines,2376
PHL.78_1,PHL,Philippines,2377
PHL.79_1,PHL,Philippines,2378
PHL.80_1,PHL,Philippines,2380
PHL.81_1,PHL,Philippines,2381
PLW.1_1,PLW,Palau,2383
PLW.2_1,PLW,Palau,2391
PLW.3_1,PLW,Palau,2392
PLW.4_1,PLW,Palau,2393
PLW.5_1,PLW,Palau,2394
PLW.6_1,PLW,Palau,2395
PLW.7_1,PLW,Palau,2396
PLW.8_1,PLW,Palau,2397
PLW.9_1,PLW,Palau,2398
PLW.10_1,PLW,Palau,2384
PLW.11_1,PLW,Palau,2385
PLW.12_1,PLW,Palau,2386
PLW.13_1,PLW,Palau,2387
PLW.14_1,PLW,Palau,2388
PLW.15_1,PLW,Palau,2389
PLW.16_1,PLW,Palau,2390
PNG.1_1,PNG,Papua New Guinea,2399
PNG.2_1,PNG,Papua New Guinea,2410
PNG.3_1,PNG,Papua New Guinea,2414
PNG.4_1,PNG,Papua New Guinea,2415
PNG.5_1,PNG,Papua New Guinea,2416
PNG.6_1,PNG,Papua New Guinea,2417
PNG.7_1,PNG,Papua New Guinea,2418
PNG.8_1,PNG,Papua New Guinea,2419
PNG.9_1,PNG,Papua New Guinea,2420
PNG.10_1,PNG,Papua New Guinea,2400
PNG.11_1,PNG,Papua New Guinea,2401
PNG.12_1,PNG,Papua New Guinea,2402
PNG.13_1,PNG,Papua New Guinea,2403
PNG.14_1,PNG,Papua New Guinea,2404
PNG.15_1,PNG,Papua New Guinea,2405
PNG.16_1,PNG,Papua New Guinea,2406
PNG.17_1,PNG,Papua New Guinea,2407
PNG.18_1,PNG,Papua New Guinea,2408
PNG.19_1,PNG,Papua New Guinea,2409
PNG.20_1,PNG,Papua New Guinea,2411
PNG.22_1,PNG,Papua New Guinea,2413
PNG.21_1,PNG,Papua New Guinea,2412
POL.1_1,POL,Poland,2421
POL.2_1,POL,Poland,2429
POL.3_1,POL,Poland,2430
POL.4_1,POL,Poland,2431
POL.5_1,POL,Poland,2432
POL.6_1,POL,Poland,2433
POL.7_1,POL,Poland,2434
POL.8_1,POL,Poland,2435
POL.9_1,POL,Poland,2436
POL.10_1,POL,Poland,2422
POL.11_1,POL,Poland,2423
POL.12_1,POL,Poland,2424
POL.13_1,POL,Poland,2425
POL.14_1,POL,Poland,2426
POL.15_1,POL,Poland,2427
POL.16_1,POL,Poland,2428
PRI.1_1,PRI,Puerto Rico,2437
PRI.2_1,PRI,Puerto Rico,2448
PRI.3_1,PRI,Puerto Rico,2459
PRI.4_1,PRI,Puerto Rico,2470
PRI.5_1,PRI,Puerto Rico,2481
PRI.6_1,PRI,Puerto Rico,2492
PRI.7_1,PRI,Puerto Rico,2503
PRI.8_1,PRI,Puerto Rico,2513
PRI.9_1,PRI,Puerto Rico,2514
PRI.10_1,PRI,Puerto Rico,2438
PRI.11_1,PRI,Puerto Rico,2439
PRI.12_1,PRI,Puerto Rico,2440
PRI.13_1,PRI,Puerto Rico,2441
PRI.14_1,PRI,Puerto Rico,2442
PRI.15_1,PRI,Puerto Rico,2443
PRI.16_1,PRI,Puerto Rico,2444
PRI.17_1,PRI,Puerto Rico,2445
PRI.18_1,PRI,Puerto Rico,2446
PRI.19_1,PRI,Puerto Rico,2447
PRI.20_1,PRI,Puerto Rico,2449
PRI.21_1,PRI,Puerto Rico,2450
PRI.22_1,PRI,Puerto Rico,2451
PRI.23_1,PRI,Puerto Rico,2452
PRI.24_1,PRI,Puerto Rico,2453
PRI.25_1,PRI,Puerto Rico,2454
PRI.26_1,PRI,Puerto Rico,2455
PRI.27_1,PRI,Puerto Rico,2456
PRI.28_1,PRI,Puerto Rico,2457
PRI.29_1,PRI,Puerto Rico,2458
PRI.30_1,PRI,Puerto Rico,2460
PRI.31_1,PRI,Puerto Rico,2461
PRI.32_1,PRI,Puerto Rico,2462
PRI.33_1,PRI,Puerto Rico,2463
PRI.34_1,PRI,Puerto Rico,2464
PRI.35_1,PRI,Puerto Rico,2465
PRI.36_1,PRI,Puerto Rico,2466
PRI.37_1,PRI,Puerto Rico,2467
PRI.38_1,PRI,Puerto Rico,2468
PRI.39_1,PRI,Puerto Rico,2469
PRI.40_1,PRI,Puerto Rico,2471
PRI.41_1,PRI,Puerto Rico,2472
PRI.42_1,PRI,Puerto Rico,2473
PRI.43_1,PRI,Puerto Rico,2474
PRI.44_1,PRI,Puerto Rico,2475
PRI.45_1,PRI,Puerto Rico,2476
PRI.46_1,PRI,Puerto Rico,2477
PRI.47_1,PRI,Puerto Rico,2478
PRI.48_1,PRI,Puerto Rico,2479
PRI.49_1,PRI,Puerto Rico,2480
PRI.50_1,PRI,Puerto Rico,2482
PRI.51_1,PRI,Puerto Rico,2483
PRI.52_1,PRI,Puerto Rico,2484
PRI.53_1,PRI,Puerto Rico,2485
PRI.54_1,PRI,Puerto Rico,2486
PRI.55_1,PRI,Puerto Rico,2487
PRI.56_1,PRI,Puerto Rico,2488
PRI.57_1,PRI,Puerto Rico,2489
PRI.58_1,PRI,Puerto Rico,2490
PRI.59_1,PRI,Puerto Rico,2491
PRI.60_1,PRI,Puerto Rico,2493
PRI.61_1,PRI,Puerto Rico,2494
PRI.62_1,PRI,Puerto Rico,2495
PRI.63_1,PRI,Puerto Rico,2496
PRI.64_1,PRI,Puerto Rico,2497
PRI.65_1,PRI,Puerto Rico,2498
PRI.66_1,PRI,Puerto Rico,2499
PRI.67_1,PRI,Puerto Rico,2500
PRI.68_1,PRI,Puerto Rico,2501
PRI.69_1,PRI,Puerto Rico,2502
PRI.70_1,PRI,Puerto Rico,2504
PRI.71_1,PRI,Puerto Rico,2505
PRI.72_1,PRI,Puerto Rico,2506
PRI.73_1,PRI,Puerto Rico,2507
PRI.74_1,PRI,Puerto Rico,2508
PRI.75_1,PRI,Puerto Rico,2509
PRI.76_1,PRI,Puerto Rico,2510
PRI.77_1,PRI,Puerto Rico,2511
PRI.78_1,PRI,Puerto Rico,2512
PRK.1_1,PRK,North Korea,2515
PRK.2_1,PRK,North Korea,2521
PRK.3_1,PRK,North Korea,2522
PRK.4_1,PRK,North Korea,2523
PRK.5_1,PRK,North Korea,2524
PRK.6_1,PRK,North Korea,2525
PRK.7_1,PRK,North Korea,2526
PRK.8_1,PRK,North Korea,2527
PRK.9_1,PRK,North Korea,2528
PRK.10_1,PRK,North Korea,2516
PRK.11_1,PRK,North Korea,2517
PRK.12_1,PRK,North Korea,2518
PRK.13_1,PRK,North Korea,2519
PRK.14_1,PRK,North Korea,2520
PRT.1_1,PRT,Portugal,2529
PRT.2_1,PRT,Portugal,2540
PRT.3_1,PRT,Portugal,2542
PRT.4_1,PRT,Portugal,2543
PRT.5_1,PRT,Portugal,2544
PRT.6_1,PRT,Portugal,2545
PRT.7_1,PRT,Portugal,2546
PRT.8_1,PRT,Portugal,2547
PRT.9_1,PRT,Portugal,2548
PRT.10_1,PRT,Portugal,2530
PRT.11_1,PRT,Portugal,2531
PRT.12_1,PRT,Portugal,2532
PRT.13_1,PRT,Portugal,2533
PRT.14_1,PRT,Portugal,2534
PRT.15_1,PRT,Portugal,2535
PRT.16_1,PRT,Portugal,2536
PRT.17_1,PRT,Portugal,2537
PRT.18_1,PRT,Portugal,2538
PRT.19_1,PRT,Portugal,2539
PRT.20_1,PRT,Portugal,2541
PRY.1_1,PRY,Paraguay,2549
PRY.2_1,PRY,Paraguay,2559
PRY.3_1,PRY,Paraguay,2560
PRY.4_1,PRY,Paraguay,2561
PRY.5_1,PRY,Paraguay,2562
PRY.6_1,PRY,Paraguay,2563
PRY.7_1,PRY,Paraguay,2564
PRY.8_1,PRY,Paraguay,2565
PRY.9_1,PRY,Paraguay,2566
PRY.10_1,PRY,Paraguay,2550
PRY.11_1,PRY,Paraguay,2551
PRY.12_1,PRY,Paraguay,2552
PRY.13_1,PRY,Paraguay,2553
PRY.14_1,PRY,Paraguay,2554
PRY.15_1,PRY,Paraguay,2555
PRY.16_1,PRY,Paraguay,2556
PRY.17_1,PRY,Paraguay,2557
PRY.18_1,PRY,Paraguay,2558
PSE.1_1,PSE,Palestina,2567
PSE.2_1,PSE,Palestina,2568
PYF.1_1,PYF,French Polynesia,2569
PYF.2_1,PYF,French Polynesia,2570
PYF.3_1,PYF,French Polynesia,2571
PYF.4_1,PYF,French Polynesia,2572
PYF.5_1,PYF,French Polynesia,2573
QAT.1_1,QAT,Qatar,2574
QAT.2_1,QAT,Qatar,2575
QAT.3_1,QAT,Qatar,2576
QAT.4_1,QAT,Qatar,2577
QAT.5_1,QAT,Qatar,2578
QAT.6_1,QAT,Qatar,2579
QAT.7_1,QAT,Qatar,2580
REU.1_1,REU,Reunion,2581
REU.2_1,REU,Reunion,2582
REU.3_1,REU,Reunion,2583
REU.4_1,REU,Reunion,2584
ROU.1_1,ROU,Romania,2585
ROU.2_1,ROU,Romania,2596
ROU.3_1,ROU,Romania,2607
ROU.4_1,ROU,Romania,2618
ROU.5_1,ROU,Romania,2622
ROU.6_1,ROU,Romania,2623
ROU.7_1,ROU,Romania,2624
ROU.8_1,ROU,Romania,2625
ROU.9_1,ROU,Romania,2626
ROU.10_1,ROU,Romania,2586
ROU.11_1,ROU,Romania,2587
ROU.12_1,ROU,Romania,2588
ROU.13_1,ROU,Romania,2589
ROU.14_1,ROU,Romania,2590
ROU.15_1,ROU,Romania,2591
ROU.16_1,ROU,Romania,2592
ROU.17_1,ROU,Romania,2593
ROU.18_1,ROU,Romania,2594
ROU.19_1,ROU,Romania,2595
ROU.20_1,ROU,Romania,2597
ROU.21_1,ROU,Romania,2598
ROU.22_1,ROU,Romania,2599
ROU.23_1,ROU,Romania,2600
ROU.24_1,ROU,Romania,2601
ROU.25_1,ROU,Romania,2602
ROU.26_1,ROU,Romania,2603
ROU.27_1,ROU,Romania,2604
ROU.28_1,ROU,Romania,2605
ROU.29_1,ROU,Romania,2606
ROU.30_1,ROU,Romania,2608
ROU.31_1,ROU,Romania,2609
ROU.32_1,ROU,Romania,2610
ROU.33_1,ROU,Romania,2611
ROU.34_1,ROU,Romania,2612
